罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井３丁目,2018-07-18,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井３丁目,2018-08-09,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井５丁目,2018-07-16,01,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井５丁目,2018-07-28,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井５丁目,2018-08-12,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井５丁目,2018-09-06,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井６丁目,2018-08-10,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井７丁目,2018-07-27,19,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,藤の台団地交番,132098,東京都,町田市,金井８丁目,2018-07-26,00,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬台駐在所,132098,東京都,町田市,成瀬台１丁目,2018-12-09,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,小川２丁目,2017-07-10,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,小川２丁目,2018-01-10,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,小川２丁目,2018-11-17,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬２丁目,2018-03-07,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬２丁目,2018-06-23,00,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬３丁目,2018-04-22,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬３丁目,2018-05-06,09,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬４丁目,2018-02-15,01,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,成瀬が丘１丁目,2018-09-21,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,成瀬が丘２丁目,2018-07-30,08,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,西成瀬２丁目,2018-10-08,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,成瀬駅前交番,132098,東京都,町田市,西成瀬３丁目,2018-12-09,21,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,忠生駐在所,132098,東京都,町田市,忠生４丁目,2018-12-01,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,忠生駐在所,132098,東京都,町田市,忠生４丁目,2018-12-01,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,三輪駐在所,132098,東京都,町田市,三輪町,2015-09-01,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,三輪駐在所,132098,東京都,町田市,三輪町,2017-10-17,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,三輪駐在所,132098,東京都,町田市,三輪町,2018-08-07,17,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,町田,三輪駐在所,132098,東京都,町田市,三輪町,2018-08-09,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,南成瀬２丁目,2018-06-22,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2018-01-20,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2018-02-05,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2018-02-12,12,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2018-07-06,06,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2018-07-08,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2018-08-11,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂７丁目,2018-02-01,23,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂７丁目,2018-03-06,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂７丁目,2018-03-06,23,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂７丁目,2018-04-19,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,忠生１丁目,2018-02-11,10,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,忠生２丁目,2018-10-01,22,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,山崎町,2018-02-25,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,山崎町,2018-09-14,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,木曽東２丁目,2018-05-31,13,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,木曽東２丁目,2018-06-04,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,木曽東２丁目,2018-06-09,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,町田,忠生地区交番,132098,東京都,町田市,根岸２丁目,2018-12-15,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,日野駅前交番,132128,東京都,日野市,新町１丁目,2018-03-05,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,日野駅前交番,132128,東京都,日野市,大字日野,2018-10-21,08,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,日野,豊田駅前交番,132128,東京都,日野市,旭が丘３丁目,2018-11-14,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,多摩平交番,132128,東京都,日野市,多摩平４丁目,2018-08-03,13,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,日野橋駐在所,132128,東京都,日野市,万願寺１丁目,2018-04-02,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,東光寺駐在所,132128,東京都,日野市,栄町３丁目,2018-07-23,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,大坂上駐在所,132128,東京都,日野市,大坂上４丁目,2018-05-31,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,平山交番,132128,東京都,日野市,南平４丁目,2018-10-26,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,日野,平山交番,132128,東京都,日野市,南平７丁目,2018-05-14,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2018-04-05,20,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2018-10-23,08,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2018-10-27,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2018-11-01,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128,東京都,日野市,三沢,2018-04-23,02,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128,東京都,日野市,南平３丁目,2017-07-02,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,日野,旭が丘駐在所,132128,東京都,日野市,旭が丘４丁目,2018-04-01,21,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,昭島,昭島駅前交番,132071,東京都,昭島市,昭和町１丁目,2017-12-29,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,福島交番,132071,東京都,昭島市,福島町３丁目,2018-03-30,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,昭島,大神駐在所,132071,東京都,昭島市,田中町３丁目,2018-07-12,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,拝島駐在所,132071,東京都,昭島市,田中町１丁目,2018-04-16,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,拝島駐在所,132071,東京都,昭島市,拝島町１丁目,2018-05-17,09,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,昭島,拝島駐在所,132071,東京都,昭島市,緑町３丁目,2018-07-03,19,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,昭島,堀向駐在所,132071,東京都,昭島市,田中町,2018-01-13,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,昭島,拝島駅前交番,132071,東京都,昭島市,拝島町４丁目,2018-06-25,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,昭島,拝島駅前交番,132071,東京都,昭島市,松原町１丁目,2018-02-26,21,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
